flag,vessel_name,fishing_hours,fishing_area,owner,vessel_type,owner_address,owner_providence_state,owner_country,owner_latitude,owner_longitude,home_port_name,home_port_providence_state,home_port_country,home_port_latitude,home_port_longitude
CHN,SHEN GANG FA 16,1307.99,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 16,1746.86,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 17,330.63,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 18,829.19,hsp4,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 18,1613.76,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 18,1494.37,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 19,48.36,hsp4,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 19,2332.84,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 19,1500.67,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 715,47.33,hsp4,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 715,4068.54,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 715,1809.59,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 716,48.1,hsp4,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 716,3372.0,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 716,1604.48,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 718,3245.92,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 718,2130.14,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 719,205.79,hsp4,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 719,342.62,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 719,3103.22,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 719,1600.46,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN GANG FA 719,202.9,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHEN LIAN CHENG 602,1616.56,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Tuna longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 602,0.33,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Tuna longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 603,1547.37,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Tuna longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 710,853.86,rmi_eez,"Liancheng Overseas Fishery (Shenzhen)Co.,Ltd.",Tuna longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District",Shenzhen,CHN,22.54027,114.06107,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 710,11.99,fsm_eez,"Liancheng Overseas Fishery (Shenzhen)Co.,Ltd.",Tuna longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District",Shenzhen,CHN,22.54027,114.06107,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 783,1596.28,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 784,2700.02,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 785,2781.99,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 785,0.36,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 788,2428.54,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 788,0.18,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 791,1559.59,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 792,3404.98,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 793,3143.08,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 796,2636.16,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 796,3.84,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 797,4026.32,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen / Guangdong,CHN,22.54637,114.05968,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 881,139.52,hsp4,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 881,34.36,hsp6,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 881,447.81,fsm_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 881,997.83,kiribati1_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 882,19.01,hsp4,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 882,343.11,hsp7,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 882,47.85,hsp6,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 882,1358.22,fsm_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 882,524.61,kirbati2_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 882,6.76,tuvalu_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHEN LIAN CHENG 883,172.86,kirbati2_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENGANGFA720,3661.45,fsm_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHENGANGFA720,2201.13,png_eez,"Shenzhen Shengang  Overseas Industrial Co., Ltd",Longliner,"Room 1302, International Chamber Of Commerce Building, Xinzhou Road East, Futian District, Shenzhen City",Guangdong Province,CHN,22.54815,114.08684,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHENLIANCHENG601,3242.86,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen,CHN,22.54924,114.05573,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG601,3.48,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen,CHN,22.54924,114.05573,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG760,2765.64,rmi_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD",Tuna longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District",Shenzhen,CHN,22.54027,114.06107,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG761,1771.05,rmi_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD",Tuna longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District",Shenzhen,CHN,22.54027,114.06107,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG781,2865.8,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHENLIANCHENG781,29.36,hsp1,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHENLIANCHENG781,21.82,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shenzhen,Guangdong,CHN,22.543099,114.057865
CHN,SHENLIANCHENG786,2840.76,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG786,0.28,fsm_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, 4028 Jintian Rd., Futian District",Shenzhen,CHN,22.53312,113.95229,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG790,3141.64,rmi_eez,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD",Longliner,"4203 Landmark Tower, Jintian Rd., Futian District",Shenzhen,CHN,22.54924,114.05573,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHENLIANCHENG885,427.29,kirbati2_eez,"LIANCHENG OVERSEAS FISHERY(SHENZHEN)CO.,LTD.",Longliner,"4203 Landmark Tower, 4028 Jintian Road, Futian District","Shenzhen, Guangdong Province",CHN,22.53315,114.05244,Shekou,Guangdong,CHN,22.49472,113.92615
CHN,SHUN DA8,0.39,fiji_eez,"Dalian Jinguang Fishery Co., Ltd.",Longliner,"Room 601, No. 55-3 Dandong Street, Zhongshan District, Dalian",Liaoning,CHN,38.91491,121.62014,Dalian,Liaoning Province,CHN,38.914,121.614
CHN,SHUN FA 8,61.0,rmi_eez,"ZHEJIANG OCEAN FAMILY CO.,LTD.",Purse seiner,NO.1-6 Shanghui Road,"Dinghai District, Zhoushan City, Zhejiang Province",CHN,30.03109,122.0978,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,SHUN FA 8,435.62,nauru_eez,"ZHEJIANG OCEAN FAMILY CO.,LTD.",Purse seiner,NO.1-6 Shanghui Road,"Dinghai District, Zhoushan City, Zhejiang Province",CHN,30.03109,122.0978,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,SHUN FA 8,113.2,tuvalu_eez,"ZHEJIANG OCEAN FAMILY CO.,LTD.",Purse seiner,NO.1-6 Shanghui Road,"Dinghai District, Zhoushan City, Zhejiang Province",CHN,30.03109,122.0978,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,SHUN FA 8,329.97,kiribati1_eez,"ZHEJIANG OCEAN FAMILY CO.,LTD.",Purse seiner,NO.1-6 Shanghui Road,"Dinghai District, Zhoushan City, Zhejiang Province",CHN,30.03109,122.0978,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,SHUN FA 8,15.05,solomon_islands_eez,"ZHEJIANG OCEAN FAMILY CO.,LTD.",Purse seiner,NO.1-6 Shanghui Road,"Dinghai District, Zhoushan City, Zhejiang Province",CHN,30.03109,122.0978,Zhoushan,Zhejiang,CHN,29.99,122.2
CHN,SUI YUAN YU 32,1967.18,vanuatu_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 32,2.15,hsp4,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 32,92.79,hsp5,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 32,480.74,hsp7,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 32,61.46,fiji_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 33,356.55,vanuatu_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 33,5.57,fiji_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 35,9.25,tonga_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 35,3120.23,vanuatu_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 35,188.43,hsp5,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 35,31.14,fiji_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 36,369.49,vanuatu_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 36,95.55,hsp5,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUI YUAN YU 36,4.38,fiji_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU30,2436.83,vanuatu_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU30,379.11,hsp4,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU30,194.33,hsp5,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU30,21.57,fiji_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU30,41.41,kiribati1_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU30,3.64,solomon_islands_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU31,1645.98,vanuatu_eez,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU31,121.63,hsp4,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU31,175.86,hsp5,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
CHN,SUIYUANYU31,550.36,hsp7,GUANGZHOU PELAGIC FISHERY CO. LTD.,Longliner,"Pharmaceutical Building, NO.2846, Xingang East Road, Haizhu District","Guangzhou, Guangdong",CHN,23.09123,113.28454,Guangzhou,Guangdong Province,CHN,23.12911,113.26436
